DocID,SentID,DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF,strSeg
95,9,1,230,102,0.44,0.17,22.27,على صعيد آخر أعلن قيادي في حركة الوفاق الوطني العراقي ل"الوطن" مواصلة زعيم الحركة إياد علاوي لقاءاته .
95,10,1,230,68,0.3,0.09,11.76,مع مسؤولين لبنانيين وأردنيين من أجل تعزيز وتطوير العلاقات الثنائية .
95,11,1,230,53,0.23,0.1,7.97,، وتنفيذ الاتفاقيات التي أبرمها رئيس الحكومة السابق .
95,12,0,230,81,0.35,0.09,15.46,مع عدد من البلدان العربية تتعلق بتنفيذ مشروعات اقتصادية وتدريب القوات العسكرية  .
95,13,0,230,138,0.6,0.19,22.5,ومن جهته أعلن عضو الجمعية الوطنية راسم العوادي تأييد لائحة العراقية بزعامة علاوي لإجراءات حكومة الجعفري في الحد من ظاهرة الفساد الإداري  .
95,14,0,230,130,0.57,0.22,30.46,وقال العوادي ل "الوطن" إن" لائحة العراقية تؤيد وتدعم أي إجراء من شأنه أن يحد من ظاهرة الفساد الإداري بشرط توفر الأدلة والإثباتات .
95,15,0,230,34,0.15,0.13,7.41,، على أن يكون القضاء حكما في حسم .
95,16,0,230,14,0.06,0.05,5.1,تلك القضايا" .
95,17,0,230,90,0.39,0.1,18.18,وتحدى العوادي أي مسؤول يمكنه تقديم أدلة تتهم الدكتور إياد علاوي بقضية فساد إداري أو مالي .
95,18,0,230,130,0.57,0.22,23.07,، مشددا على ضرورة اعتماد الدقة في إصدار الأحكام منتقدا تصريحات أعضاء في الجمعية الوطنية الداعية إلى محاسبة أعضاء الحكومة السابقة .
95,19,0,230,31,0.13,0.1,5.76,، من دون وجود إثباتات تدينهم  .
95,20,0,230,144,0.63,0.21,27.33,إلى ذلك كشفت مصادر في الجمعية الوطنية عن وجود خلافات بين أحزاب عراقية وقوى ممثلة في البرلمان حول تسريع محاكمة الرئيس السابق صدام حسين ومساعديه .
95,21,0,230,72,0.31,0.14,13.78,، وفي الوقت الذي تسعى حكومة الجعفري إلى تقديم صدام أمام المحكمة وتحقيق .
95,22,0,230,76,0.33,0.1,16.69,ما تعده إنجازا سياسيا ، أبدت قوى أخرى معارضتها خشية اتساع العمليات المسلحة .
95,23,0,230,33,0.14,0.09,6.34,، لاسيما أن الموالين لنظام صدام .
95,24,0,230,47,0.2,0.1,9.42,، يشكلون نسبة عالية في قيادة الفصائل المسلحة  .
95,25,0,230,132,0.57,0.16,26.3,وأشارت المصادر إلى احتمال أن يتخذ الصراع بين القوى المؤيدة والمعارضة لمحاكمة صدام شكلا آخر ربما ينعكس على مجريات العملية السياسية  .
96,1,1,309,211,0.68,0.26,49.76,﻿ ردت القوى السياسية المصرية بعنف على قرار البرلمان المصري باعتماد تعديل المادة 76 من الدستور بشأن الترشح لرئاسة الجمهورية بعقد مؤتمر حاشد في نقابة المحامين حضره أكثر من 7 آلاف شخص ورفعوا شعارات تطالب بالإصلاح .
96,2,0,309,76,0.25,0.15,26.11,، وتم خلال اللقاء تدشين حركة "محامون من أجل التغيير" أطلق عليها اسم كفاية  .
96,3,1,309,91,0.29,0.06,23.85,وتعهد النائب الأول لمرشد الإخوان المسلمين محمد حبيب باستمرار التظاهرات رغم حملات الاعتقال .
96,4,1,309,49,0.16,0.09,12.65,التي قال إنها طالت حوالي 2500 من أعضاء الجماعة  .
96,5,1,309,49,0.16,0.06,12.42,بينما كان الممثل عبدالعزيز مخيون نجم حركة كفاية .
96,6,0,309,30,0.1,0.06,9.77,الذي ألقى كلمة في الحضور أكد .
96,7,0,309,28,0.09,0.05,7.09,فيها أن الإصلاح بات ضرورة  .
96,8,1,309,82,0.27,0.09,21.01,وأعلنت حركة كفاية عن تنظيم تظاهرة كبيرة غدا الجمعة بمناسبة مرور عام على تأسيسها  .
96,9,1,309,47,0.15,0.06,12.99,ولوحظ غياب نقيب المحامين سامح عاشور عن اللقاء .
96,10,1,309,67,0.22,0.05,17.43,بينما استقبل جموع الحاضرين الأمين العام للنقابة أحمد سيف الإسلام  .
96,11,1,309,131,0.42,0.23,28.6,وكانت حالة من الارتباك والانشقاق داخل صفوف المعارضة المصرية إثر انتهاء مجلس الشعب (البرلمان) من تعديل المادة 76 من الدستور المصري .
96,12,1,309,52,0.17,0.1,10.7,التي تسمح بانتخاب رئيس الجمهورية بين أكثر من مرشح  .
96,13,0,309,26,0.08,0.05,6.09,وشهدت بعض أحزاب المعارضة .
96,14,0,309,79,0.26,0.13,17.81,والتي كان يعول الحزب الحاكم على مشاركتها في الانتخابات تزايد الشقاق في صفوفها .
96,15,0,309,57,0.18,0.08,14.85,، فبعد إصدار الحزب الناصري قرارا بفصل نائبه حيدر بغدادي .
96,16,0,309,30,0.1,0.04,7.41,بسبب تأييده للتعديل الدستوري .
96,17,0,309,42,0.14,0.11,8.65,، عاش حزب التجمع اليساري جوا من الخلافات .
96,18,0,309,89,0.29,0.09,23.61,بسبب استمرار عضو مجلس قيادة ثورة يوليو 1952 الزعيم الشرفي للحزب في الترشح لمنصب الرئيس  .
96,19,1,309,23,0.07,0.11,11.32,ولم ينج حزب "الغد" من .
96,20,0,309,170,0.55,0.16,45.64,تلك الظاهرة إذ أعلن عضو الهيئة البرلمانية للحزب مجدي بيضون خروجه عن توجيهات حزبه ووافق على تمديد فترة رئاسية جديدة للرئيس مبارك ليتمكن خلالها من إجراء تعديل دستوري شامل .
96,21,1,309,27,0.09,0.07,5.67,بدلا من تغيير مادة واحدة  .
96,22,0,309,233,0.75,0.37,63.58,في غضون ذلك وصف رئيس الحزب العربي الناصري ضياء الدين داوود ل"الوطن" تعديل المادة 76 من الدستور بأنه "مسرحية هزلية" قامت بها الحكومة المصرية بمساعدة البرلمان لتفريغ مبادرة الرئيس مبارك من أي مضمون حقيقي يمكن أن يحتوي مطالب المعارضة  .
96,23,0,309,43,0.14,0.06,11.85,وقال داوود إن حزبه يرفض كل القيود والشروط .
96,24,0,309,27,0.09,0.04,5.91,التي أقرها التعديل الجديد .
96,25,0,309,42,0.14,0.08,10.93,، ودافع عن قراره بفصل النائب حيدر بغدادي .
96,26,0,309,33,0.11,0.1,10.64,، وقال "لا يمكن أن تستمر عضويته .
96,27,0,309,29,0.09,0.09,9.69,بعد أن خرج عن مبادئ الحزب"  .
96,28,1,309,69,0.22,0.08,16.11,أما الأمين العام لحزب التجمع اليساري حسين عبد الرازق فرأى أن الشروط .
96,29,1,309,69,0.22,0.13,16.77,التي أقرها البرلمان للمنافسة على منصب رئيس الجمهورية "ظالمة وفاضحة" .
96,30,1,309,111,0.36,0.21,31.07,، وقال "لا يعقل أن يحصل المنافس لرئيس الجمهورية على 140 صوتا من المجالس الشعبية المحلية في 14 محافظة بواقع 10 .
96,31,0,309,91,0.29,0.18,25.27,من كل محافظة ، خصوصا إذا أخذنا في الحسبان أن أعضاء المجالس الشعبية يأتمرون بأمر الحكومة"  .
96,32,0,309,85,0.28,0.09,22.85,وبالنسبة لاستمرار ترشيح خالد محيي الدين قال عبد الرازق إن "حزب التجمع لم يحسم موقفه .
96,33,0,309,74,0.24,0.18,18.61,بعد ، ويدرس الموقف من كل جوانبه في ضوء إقرار البرلمان لتعديل المادة 76"  .
96,34,0,309,73,0.24,0.13,17.89,في غضون ذلك رفض رئيس لجنة حقوق الإنسان في البرلمان عبد الأحد جمال الدين .
96,35,0,309,31,0.1,0.07,8.58,، وهو أحد قيادات الحزب الحاكم .
96,36,0,309,90,0.29,0.13,19.52,، تعلل أحزاب المعارضة بعدم ملاءمة الشروط لمن ينوي خوض الانتخابات على منصب رئيس الجمهورية .
96,37,0,309,49,0.16,0.1,10.43,، داعيا المعارضة لتعميق وجودها في الشارع المصري .
96,38,0,309,34,0.11,0.09,7.79,بدلا من إلقاء اللوم على الآخرين  .
97,1,1,195,256,1.31,0.52,28.94,﻿ قالت مصادر في حركة فتح كبرى الفصائل الفلسطينية ل"الوطن" إن نتائج المرحلة الثانية من الانتخابات البلدية الفلسطينية دفعت بكثير من ممثلي الحركة في المجلس التشريعي الفلسطيني إلى القبول بفكرة إجراء الانتخابات التشريعية المقبلة على أساس التمثيل النسبي الكامل .
97,2,0,195,34,0.17,0.07,5.23,بعد أن كان كثير منهم يعترضون على .
97,3,0,195,5,0.03,0.02,0.71,ذلك .
97,4,1,195,66,0.34,0.15,11.53,وبحسب هذه المصادر فإن "قادة الحركة في قطاع غزة ضغطوا باتجاه تبني .
97,5,1,195,47,0.24,0.05,7.54,هذا التوجه وذلك لشعورهم بالمنافسة الكبيرة جدا .
97,6,1,195,29,0.15,0.07,3.71,التي يواجهونها من حركة حماس .
97,7,1,195,84,0.43,0.2,10.18,التي حصدت الأصوات في مناطق التجمعات السكانية الكبيرة في الانتخابات البلدية الأخيرة .
97,8,0,195,68,0.35,0.21,11.18,مثل قلقيلية في الضفة الغربية ورفح والبريج وبيت لاهيا في قطاع غزة"  .
97,9,1,195,76,0.39,0.08,15.34,وكان وزير شؤون الأسرى سفيان أبو زايدة ومعه النائب الفتحاوي هشام عبد الرازق .
97,10,0,195,96,0.49,0.23,12.57,قد زارا أمين سر حركة فتح في الضفة الغربية النائب مروان البرغوثي في سجن هداريم الإسرائيلي وعرضا .
97,11,0,195,93,0.48,0.22,9.39,عليه أوضاع الحركة في القطاع وطلبا منه تأييد إجراء الانتخابات على أساس التمثيل النسبي الكامل .
97,12,0,195,96,0.49,0.21,13.64,وهو ما وافق عليه البرغوثي و أعلنه في بيان حمله من سجنه أبو زايدة ووزعه على الصحافة الفلسطينية  .
97,13,0,195,284,1.46,0.6,44.44,وجاء في البيان"دعا النائب الأسير مروان البرغوثي المجلس التشريعي إلى الإسراع بسن قانون الانتخابات التشريعية على أساس التمثيل النسبي بنسبة 100% وعقدها في موعدها المحدد" وأضاف "وقال النائب البرغوثي إنه أيضا يجب على المجلس التشريعي الإسراع بسن قانون الانتخابات البلدية على الأساس نفسه"  .
97,14,0,195,182,0.93,0.35,25.34,وبحسب مصادر فتحاوية فإن " أوضاع نشطاء الحركة في الضفة الغربية يبدو أفضل بكثير من أوضاع زملائهم في قطاع غزة الذين يرفضون بدورهم أية انتخابات على أساس نظام الدوائر لشعورهم المسبق بأن .
97,15,0,195,49,0.25,0.2,7.49,هذا النظام سيكون في مصلحة حركة حماس في القطاع"  .
97,16,0,195,109,0.56,0.18,13.21,وفيما يرى بعض من القيادة الفلسطينية وجوب تأجيل الانتخابات التشريعية فإن البرغوثي ومعه كثير من القادة يرفضون .
97,17,0,195,73,0.37,0.18,7.02,هذا التأجيل ويعتقدون أنه من الأفضل إجراء الانتخابات التشريعية في موعدها .
97,18,1,195,21,0.11,0.04,3.78,وهو 17 يوليو المقبل .
97,19,1,195,80,0.41,0.15,14.78,وعلم أنه تقرر أن تكون نسبة الحسم (المطلوبة لدخول أية قائمة المجلس التشريعي) في .
97,20,1,195,119,0.61,0.16,18.82,هذه الانتخابات 5% مما يعني أنه سيكون على الفصائل الفلسطينية الصغيرة وتحديدا فصائل اليسار بذل جهود كبيرة لضمان تمثيلها .
97,21,1,195,39,0.2,0.07,6.49,وهو ما قد يؤدي إلى تشكيل قائمة موحدة  .
98,1,1,364,123,0.34,0.1,29.2,﻿قضية لوكربي هي قضية جنائية ترتبت على سقوط طائرة ركاب أميركية أثناء تحليقها فوق قرية لوكربي Lockerbie باسكتلندا سنة 1988  .
98,2,1,364,59,0.16,0.09,14.83,في يوم الأربعاء 21 ديسمبر 1988 انفجرت الطائرة البوينغ 747 .
98,3,1,364,76,0.21,0.09,19.65,، التابعة لشركة PAN AMERICAN WORLD AIR LINES أثناء تحليقها فوق قرية لوكربي .
98,4,0,364,61,0.17,0.11,13.29,، الواقعة في مدينة دمفريز وغالواي الأسكتلندية غربي إنجلترا  .
98,5,1,364,43,0.12,0.08,13.42,وقد نجم عن الحادث موت 259 شخصا هم جميع من .
98,6,1,364,45,0.12,0.1,11.33,كان على متن الطائرة و11 شخصا من سكان القرية .
98,7,1,364,10,0.03,0.03,3.1,حيث وقعت .
98,8,1,364,24,0.07,0.03,6.68,بعد تحقيقات ليست معلنة .
98,9,1,364,63,0.17,0.11,14.27,، وبعد تكهنات من وسائل الاعلام بتدوير المسؤلية بين دول مختلفة .
98,10,1,364,89,0.24,0.16,22.38,، يجمع بينها رابط العداء لاميركا ، وحركات تحرير تضعها اميركا في خانة المنظمات الارهابية .
98,11,0,364,158,0.43,0.28,35.79,، ودون سابق انذار وبالتزامن صدر في الولايات المتحدة الأميركية و بريطانيا في 13 نوفمبر 1991 أمرا بالقبض على مواطنين ليبيين يشتبه في مسؤليتها عن تفجير الطائرة .
98,12,0,364,77,0.21,0.04,19.22,كونهما يعملان بمكتب شركة الخطوط الجوية الليبية بمطار لوقا بمالطا وبمعرفتهما .
98,13,0,364,33,0.09,0.06,7.87,تم شحن حقيبة تحتوي على متفجرات  .
98,14,1,364,139,0.38,0.23,28.54,على الفور رفضت ليبيا الطلب وبدأ القضاء الليبي التحقيق في الاتهام و اوقف المواطنان الليبيان وطلب من الدولتين تقديم مالديهما من ادلة ضدهما  .
98,15,1,364,48,0.13,0.09,8.05,اصرت الدولتان على طلبهما ورفضت ليبيا الاستجابة .
98,16,1,364,85,0.23,0.13,22.31,، لما رأته حسب ما اعلنته من اتهامات باطلة تثيرها الدولتان دون توفر اية ادلة لديهما  .
98,17,1,364,150,0.41,0.24,39.46,بدأت الدولتان بأستغلال تاثيرهما في التحرك داخل مجلس الأمن حتى تمكنتا من اصدار قرار من المجلس المذكور في 31 مارس 1992 يحمل الرقم 748 بأغلبية 10 أصوات .
98,18,1,364,45,0.12,0.05,11.78,بينها دولة عربية وامتناع 5 أعضاء عن التصويت .
98,19,1,364,42,0.12,0.12,6.39,، يوجب على ليبيا الاستجابة لطلب الدولتين .
98,20,1,364,30,0.08,0.1,7.51,، ويهدد بفرض عقوبات عليها من .
98,21,0,364,70,0.19,0.11,15.66,بينها حظر الطيران منها واليها ، وقد رفضت ليبيا الاستجابة لهذا القرار .
98,22,0,364,54,0.15,0.09,14.14,وتم فعلا توقيع العقوبات في الموعد المضروب كأجل نهائي .
98,23,0,364,199,0.55,0.38,48.87,وهو 15 أبريل 1992 ، ولقد قامت الدولتان في وقت لاحق في 11 نوفمبر من نفس العام باستصدار قرار اخر من مجلس الامن برقم 883 يطور من نوع العقوبات المفروضة ويوسعها لاجبار ليبيا على الاذعان لمطالب الدولتين  .
98,24,0,364,32,0.09,0.07,4.67,لم تستجب ليبيا لمطالب الدولتين .
98,25,0,364,143,0.39,0.19,36.84,التي اكتسبت طابع الدولية ، وبدأت تحركا دوليا واسعا يستهدف اقناع العالم بالوقوف إلى جانبها على الاقل بالقبول بمحاكمة المشتبه فيهما في بلد ثالث .
98,26,0,364,41,0.11,0.04,10.55,اذا لم يكن بالامكان تجاوز القرار الدولي .
98,27,0,364,90,0.25,0.27,22.06,، ولقد نجحت ليبيا في ذلك إلى حد بعيد ، عندما حصلت على دعم الدول العربية ممثلة في جامعتها .
98,28,0,364,42,0.12,0.08,12.6,، التي شكلت لجنة سباعية دائمة لهذا الغرض .
98,29,0,364,34,0.09,0.1,8.0,، وحصلت على دعم دول عدم الانحياز .
98,30,0,364,49,0.13,0.11,12.88,، ولعل اهم دعم حصلت عليه كان من الدول الافريقية .
98,31,0,364,163,0.45,0.31,42.13,التي قررت في قمتها التي انعقدت في واغادوغو عاصمة بوركينا فاسو في 10 يونيو 1998 كسر الحظر المفروض على ليبيا بحلول شهر سبتمبر من نفس العام مالم يستجاب إلى مطالبها  .
98,32,0,364,61,0.17,0.1,12.12,عندمااحست الدولتان ان ثغرة قد فتحت في جدار العقوبات المتصدع .
98,33,0,364,64,0.18,0.17,16.92,، قبلتا في 24 اغسطس 1998 بمحاكمة الليبين في بلد ثالث هو هولندا .
98,34,0,364,131,0.36,0.15,32.52,حيث وافقت ليبيا وبعد اجراءات استمرت فترة بدأت المحاكمة بهيئة مؤلفة من 3 قضاة وعقدت مداولات استمرت 84 يوما من المرافعات القانونية  .
98,35,1,364,85,0.23,0.12,21.31,و في 31 يناير 2001 أدانت المحكمة احد المواطنين استنادا على قرائن ظرفية وبرأت الاخر  .
98,36,1,364,47,0.13,0.09,11.14,وعلى خلفية هذا الحكم دخلت الدولتان في مفاوضات .
98,37,1,364,111,0.3,0.13,26.78,مع ليبيا اسفرت عن الوصول إلى تسوية تدفع بموجبها ليبيا تعويضات إلى اسر الضحايا وتعلن مسؤليتها عن اعمال موظفيها .
98,38,1,364,18,0.05,0.03,5.3,وهذا ماتم بالفعل .
98,39,0,364,24,0.07,0.04,4.38,وعلاقة الدولتين وليبيا .
98,40,0,364,42,0.12,0.1,10.93,الان على درجة من الوئام لم تعرف منذ زمن  .
99,1,0,323,35,0.11,0.05,7.09,﻿كانت إيطاليا آخر الدول الأوروبية .
99,2,1,323,35,0.11,0.04,7.66,التي دخلت مجال التوسع الاستعماري  .
99,3,0,323,40,0.12,0.06,11.14,وكانت ليبيا عند نهاية القرن التاسع عشر .
99,4,0,323,51,0.16,0.12,12.93,، هي الجزء الوحيد من الوطن العربي في شمال أفريقيا .
99,5,0,323,44,0.14,0.06,9.17,الذي لم يتمكن الصليبيون الجدد من الاستيلاء .
99,6,0,323,88,0.27,0.14,17.68,عليه ، ولقرب ليبيا من إيطاليا جعلها هدفا رئيسا من أهداف السياسة الاستعمارية الإيطالية  .
99,7,1,323,37,0.11,0.07,7.96,بدات إيطاليا العزم على احتلال ليبيا .
99,8,1,323,237,0.73,0.26,53.09,فقامت بفتح المدارس في كل من بنغازي و طرابلس لتعلم اللغة الايطالية وارسلت الارساليات التبشيريه للدين المسيحي افتتحت فروعا لبنك روما واصبحت القنصليه في مدينتى بنغازى و طرابلس مركزا للنشاط السياسى والدعاية الايطاليه والتجسس على اهل البلاد .
99,9,0,323,62,0.19,0.1,13.81,، ولم يصعب على إيطاليا اختلاق الذرائع الواهية لاحتلال ليبيا  .
99,10,0,323,107,0.33,0.11,27.37,فى 27 سبتمبر 1911 م وجهت إيطاليا انذارا إلى الدولة العثمانية تأخذ عليها فيه انها أهملت شان ليبيا واتهمتها .
99,11,0,323,54,0.17,0.06,11.36,بانها تحرض الليبيين على الرعايا الايطاليين وتضطهدهم  .
99,12,1,323,108,0.33,0.14,25.32,وفى يوم 28 سبتمبر 1911 اقبل الموعد المحدد لانتهاء اجل الانذار كانت السفن الحربية الايطاليه في مياه طرابلس  .
99,13,0,323,48,0.15,0.12,10.77,واعلنت الحرب على تركيا في 29 سبتمبر سنة 1911 م .
99,14,0,323,93,0.29,0.18,17.05,، وبدأت الحرب العثمانية الإيطالية واستطاعت الاستيلاء على طرابلس في 3 أكتوبر من السنة نفسها  .
99,15,1,323,207,0.64,0.23,57.54,وكانت القوات الايطاليه مؤلفة من39 الف جندي و6 الاف حصان وألف سياره و نحو خمسين مدفع ميدان بدأ قصف مدينة طرابلس في الساعة الثالثة والنصف مساء يوم 3 أكتوبر 1911 وأنزلت قوة من البحر عددها يقدر بنحو ألفين جندي .
99,16,1,323,26,0.08,0.06,5.43,وتم إحتلال مدينة طرابلس  .
99,17,0,323,75,0.23,0.06,20.03,ومن هنا بدأ المجاهدون حركتهم يحدوهم الايمان بالحق والدفاع عن العرض والارض .
99,18,0,323,103,0.32,0.13,22.82,وكان عدد المتطوعين نحو 15000 ليبي وتحرك نواب البلاد وزعمائها في ضواحى مدينة طرابلس نحو معسكرات الجهاد .
99,19,0,323,93,0.29,0.08,24.48,ومنهم الشيخ سليمان الباروني نائب الجبل الغربى والشيخ أحمد سيف النصر من زعماء الجنوب والوسط  .
99,20,1,323,39,0.12,0.1,6.77,و السيد احمد الشريف السنوسي في الشرق  .
99,21,1,323,132,0.41,0.11,33.44,وبرزت شخصية شيخ الشهداء عمر المختار في برقة ورفاقه المجاهدين منهم الشهيد عبد القادر يوسف بورحيل والشهيد الفضيل بوعمر بوحو الاوجلى  .
99,22,1,323,57,0.18,0.07,11.28,قاومت القوات الليبية و العثمانية الإيطاليين لفترة قصيرة .
99,23,1,323,55,0.17,0.09,13.11,، ولكن تركيا تنازلت عن ليبيا لإيطاليا بمقتضى المعاهدة .
99,24,1,323,56,0.17,0.09,14.95,التي أبرمت بين الدولتين في 18 أكتوبر 1912م معاهدة أوشي .
99,25,0,323,98,0.3,0.08,26.86,، وأدرك الليبيون الآن أن عليهم أن ينظموا صفوفهم ويتولوا بأنفسهم أمر المقاومة والجهاد ضد المستعمر .
99,26,0,323,46,0.14,0.07,10.45,، وقد اشتدت مقاومة الليبيين للقوات الإيطالية .
99,27,0,323,51,0.16,0.05,13.85,مما حال دون تجاوز سيطرة الإيطاليين المدن الساحلية .
99,28,0,323,142,0.44,0.15,33.02,، ولما دخلت إيطاليا الحرب العالمية الأولى 1915 م حاولت تركيا استغلال الحركة السنوسية التى كانت بقيادة السيد احمد الشريف السنوسى فمارست تركيا .
99,29,0,323,92,0.28,0.1,24.6,عليه بعض الضغوط لما عرف عليه حبه للمسلمين واحترامه لدولة الخلافه فدخلت قوات الحركه في قتال .
99,30,0,323,72,0.22,0.1,17.31,مع القوات الانجليزيه التى كانت في مصر فابتليت قوات الحركة بخسائر كبيره .
99,31,0,323,115,0.36,0.15,27.25,، و بعد هزيمة قواته تنازل عن الزعامة لإدريس السنوسي وقاد الجهاد نيابة عنه في المنطقة الشرقية المجاهد عمر المختار  .
99,32,0,323,154,0.48,0.17,29.22,وفي المنطقةالغربية قاد الجهاد سليمان باشا الباروني ومجموعم من المجاهدين في منطقة طرابلس منهم السويحلي والمريض وسوف المحمودي و اعلان الجمهورية الطرابلسية .
99,33,0,323,18,0.06,0.03,4.38,ثم حكومة الاصلاح .
100,1,1,405,57,0.14,0.08,14.94,﻿السياسة البربرية تعد هذه السياسة من بين النقط الأساسية .
100,2,1,405,36,0.09,0.05,7.34,التي اعتمدتها الكتابات الاستعمارية .
100,3,1,405,50,0.12,0.09,14.26,، ويمكن تحديد مرحلتين في تعامل الكتابات الفرنسية .
100,4,1,405,15,0.04,0.04,4.1,مع هذه القضية .
100,5,1,405,231,0.57,0.27,67.71,فخلال أواخر القرن التاسع عشر والعقد الأول من القرن العشرين اتجه اهتمام المفكرين الفرنسيين إلى الاهتمام بعلاقات البربر بالعرب عبر التاريخ وخاصة في العصور الإسلامية الأولى محاولين الإيحاء بأن البربر لم يقبلوا أبدا العرب " الدخلاء " .
100,6,1,405,61,0.15,0.08,18.71,، فكأنما جاء الفرنسيون إذن بتخليصهم من الدخيل وربطهم بالأصل .
100,7,1,405,78,0.19,0.13,22.42,، إذ في هذه الفترة انتشرت النظرية القائلة بأن البربر ينحدرون من أصول أوربية  .
100,8,1,405,60,0.15,0.12,26.59,كما راج استعمال أفكار ابن خلدون لفظ " الأعراب "بمعنى العرب .
100,9,1,405,97,0.24,0.1,30.18,، إذ وجد فيه الفرنسيون مبررا لادعاءاتهم القائلة بأن المغرب عرف دائما انتشار الفوضى بوجود العرب  .
100,10,1,405,24,0.06,0.06,8.67,وبما أن ابن خلدون منهم .
100,11,1,405,48,0.12,0.06,15.8,فقد جعله الفرنسيون ذريعة قوية للقول بأنه لا حل .
100,12,1,405,79,0.2,0.09,31.33,لهذه الفوضى إلا بإلحاق الفرع بالأصل أي ربط البربر ( الفرع ) بأوربا ( الأصل )  .
100,13,1,405,112,0.28,0.13,37.01,ومع ذلك فقد بقيت هذه الكتابات طيلة القرن التاسع عشر والعقد الأول من القرن العشرين رائجة على مستوى الأفكار فقط  .
100,14,0,405,45,0.11,0.07,14.99,وبمجيء ليوطي حاول أن يترجمها على أرض الواقع .
100,15,0,405,47,0.12,0.14,18.41,، فساعد على إنشاء " الثانوية البربرية " بآزرو .
100,16,0,405,39,0.1,0.08,11.91,، ولم يسمح لولوجها إلا لأبناء البربر  .
100,17,0,405,32,0.08,0.04,12.09,لكن ظروفا مختلفة حالت دون نجاح .
100,18,0,405,139,0.34,0.14,44.98,هذه المحاولة وفي مقدمتها ظروف الحرب العالمية الأولى وما تطلبته من تعبئة لجهود الفرنسيين ومستعمراتهم من أجل هدف واحد هو الانتصار في الحرب  .
100,19,1,405,43,0.11,0.08,14.53,ولم تعد تظهر فكرة فصل العرب عن البربر إلا .
100,20,1,405,66,0.16,0.11,29.19,مع العشرينيات عندما جاء إلى المغرب مقيم عام جديد هو "لوسيان سان" .
100,21,1,405,35,0.09,0.06,8.46,الذي كان متحمسا للسياسة البربرية  .
100,22,1,405,31,0.08,0.06,11.91,فجمع حوله ثلة من المفكرين ذوي .
100,23,1,405,48,0.12,0.11,26.28,هذا الاتجاه وخاصة " موريس لوكلاي" و"بول مارتي" .
100,24,1,405,112,0.28,0.18,43.09,، هذا الأخير ألف كتابا وضع له كعنوان " مغرب الغد " أعطى فيه تصورا كاملا وكفيلا في نظره لإنجاح السيسة البربرية  .
100,25,0,405,61,0.15,0.06,21.12,فذكر بأن المدارس التي أنشئت لهذا الغرض هي دارس فرنسية يتعلم .
100,26,0,405,28,0.07,0.06,7.66,فيها التلاميذ من أصل بربري .
100,27,0,405,51,0.13,0.08,17.62,، لذلك دعا إلى استبعاد التعليم العربي وإلى منع كل .
100,28,0,405,22,0.05,0.04,6.11,ما له علاقة بالإسلام .
100,29,1,405,146,0.36,0.2,46.52,أما "موريس لوكلاي " فبالإضافة إلى مناداته بحذف تعليم اللغة العربية والدين الإسلامي في مدارس البربر دعا إلى كتابة اللهجات البربرية بحروف لاتينية  .
100,30,1,405,51,0.13,0.08,17.27,ومما أكد عزم اإدارة الفرنسية على تحقيق مشروعها في .
100,31,1,405,47,0.12,0.09,13.97,هذا الإطار تعبئنها لكل من بإمكانه مساعدتها في .
100,32,1,405,12,0.03,0.04,3.6,هذا الإطار .
100,33,0,405,46,0.11,0.06,16.21,فدعت رجال الدين إلى القيام بحملة حول التنصير .
100,34,0,405,130,0.32,0.15,53.27,في كل أنحاء البلاد وشجعت نشر الكتب والدراسات العادية للإسلام ( هنري بيرين " محمد وشرلمان " ) ووضعت رهن إشارتهم مبالغ مالية هامة  .
100,35,0,405,45,0.11,0.05,14.55,وإلى جانب هؤلاء أظهر بعض الفرنسيين معارضتهم .
100,36,0,405,33,0.08,0.06,9.15,لهذه السياسة بالنظر إلى المشاكل .
100,37,0,405,57,0.14,0.08,19.4,التي يمكن أن تترتب عنها خاصة وأن فرنسا كانت تعتزم إتمام .
100,38,0,405,29,0.07,0.1,13.3,ما سمته بسياسة " التهدئة "  .
100,39,0,405,58,0.14,0.07,17.42,لكن التيار المؤيد للسياسة البربرية غلب على تيار المعارضة .
100,40,0,405,87,0.21,0.08,35.76,، وتم إصدار ظهير 16 ماي 1930 دون أخذ آراء المغاربة بعين الاعتبار بربرا كانوا أو عربا  .
100,41,0,405,59,0.15,0.1,17.69,وبما أن هذا الظهير كان يهدف إلى التفريق بين العرب والبربر .
100,42,0,405,184,0.45,0.21,61.16,فقد كان طبيعيا أن يخلف ردود فعل قوية خاصة وأن فرنسا كانت تستعد في نفس الوقت للاحتفال بالذكرى المئوية لاحتلال الجزائر بشكل ظهر معه أن الاحتلال يهدف إلى أن يكون أبديا في نظر الفرنسيين  .
100,43,0,405,54,0.13,0.05,17.2,وهكذا فقد قاطعت مصر المنتجات الفرنسية واستنكر العراق .
100,44,0,405,43,0.11,0.06,16.21,هذا العمل الذي وصفه بأنه غير قانوني وشنيع .
100,45,0,405,32,0.08,0.04,10.54,كما رفضته بعض الصحف الإسبانية  .
100,46,0,405,170,0.42,0.22,63.66,ففي إحدى المقالات التي نشرتها جريدة "النور " la luz الإسبانية تمت الإشادة بما قامت به فرنسا في المغرب لكنها نعثت السياسة البربرية بأنها خطأ يمكن أن يسيئ إلى سمعة فرنسا  .
